,titulo
7351,urgente oferta ia compiladores evp progr distribuída
7361,presidente campus party brasil palestra feel the future
7362,hélio raílton victor agnez convidam eventos mundial maratona programação
7364,estagiário desenvolvimento ti
7365,mudança ênfase
7366,demandas ponentes semestre enfase sig
7384,demandas ponentes semestre enfase informática educacional
7396,demandas ponentes semestre enfase sistemas embarcados
7400,oportunidade bolsa deart
7401,mestrado profissional es bolsa tjrn
7402,debate competitivo universitário
7403,palestra ramo ieee ufrn
7404,palestra netalks infraestrutura redes óptica
7405,eleições congresso nacional une chapa enfrente
7406,inova
7407,python duo imd
7412,lançado edital reingresso ciclo bcc bes
7414,workshops amazon ufrn
7417,reposição
7419,vagas projeto smart metropolis
7425,oportunidade bolsa ic
7426,palestra divulgação kaust arábia saudita
7427,palestra imd nettalks
7430,evento cuscuz hq qunta edição imd ufrn inscrição gratis
7431,interessados permuta turno
7447,bolsista web design diretoria ti imd
7448,abertas inscrições processo seletivo específico subsistema eletrônico equipe carkará d
7449,evento andré ferraz inloco media
7451,residência tecnologia informação aplicada jurídica
7452,atenção prazo suspensão programa
7453,simpósio genômica aplicada tratamento câncer
7456,vagas bolsistas desenvolvimento escritório ideias ufrn
7457,funcionamento secretaria bti
7458,atenção atletas jogos gerais ufrn
7469,palestra sala aula cannes trajetória in loco media
7470,vaga sistemas informação
7471,cursos curta duração bioinformática
7472,evento mulheres ti
7473,rumores fmcii
7487,minicursos html css javascript angular
7510,voluntário equipe ux diretoria ti imd
7514,palestra inova metrópole
7515,mouse logtech
7516,faltas fantasmas
7519,bolsista requisitos diretoria ti imd
7520,oportunidade bolsa deart
7522,vaga estágio programação
7523,acompanhamento faltas
7527,diretoria ti abre vaga bolsa técnico
7528,bolsista técnico ti museu câmara cascudo
7529,pesquisa disciplina rpmti
7530,seleção bolsistas tecnologia informação afins núcleo bioinformática
7532,fone ouvidoencontrado
7533,professor responsabilidade socioambiental
7539,pesquisa ênfases eng software ciência computação período noturno
7542,vaga desenvolvedor pleno instituto samsung manaus
7543,competição sistemas embarcados sbesc
7544,dúvida plementares
7549,seleção monitoria ple português
7554,encontro mulheres universidade h dimap
7555,prazo trancamento matrícula
7559,resultado proficiência rpmti ª chamada
7564,palestraconvite participar programa miniempresa
7571,mesa redonda ingressantes bti seleção petcc
7572,mesa redonda ingressantes bti
7573,seleção discentes petccufrn
7575,aprovados proficiência pli ª chamada
7579,projeto extensão inclusão digital idosos seleção voluntários
7583,representante discente bcc chapa
7588,seleção bolsas monitoria ti sociedade
7589,urgente orientações problemas votação eleição representante discente
7590,programação funcional haskell minicurso
7601,bolsas monitoria fundamentos matemáticos fmc fmc
7609,aula amanhã
7616,vaga instrutor programação supergeeks
7617,representantes discentes colegiado bcc chapa
7618,oportunidade trabalho jucern
7619,ª chamada proficiência rpmti pli
7627,seleção monitoria probabilidade imd
7628,eleição representantes discentes curso ciência computação
7630,vagas monitoria lp
7631,oficinas plantão pedagógico bti cursos º ciclo
7632,bolsas monitoria redes putadores
7633,bolsas monitoria programação
7634,desenvolvedor aplicativos smartphone
7637,alunos disciplina imd metodologias projetos sistemas embarcados
7638,tutoria petcc horário atendimento
7641,vagas rpmti
7647,evento ifrn discute internacionalização ensino engenharia informática
7648,professor vga
7649,importante confirmação vínculo ª chamada sisu
7652,matriculados imd metodologias projetos sistemas embarcados atenção
7653,consigo realizar matricula rpmti
7663,vaga estágio ti
7664,tarefa transformações sociedade
7687,digitalização documento
7690,aula rpmti dia
7691,amanhã aula normal vga
7692,email institucional
7700,programa trainee engenheiros fronteiras
7701,palestras lasiclabisic
7704,aulas vga turma
7705,vga noite
7707,camiseta bti
7712,camisa bti
7728,equivalência disciplina dim
7729,confirmação vínculo ingressante
7731,resultado proficiência rpmti
7737,vaga bolsa técnico programa pósgraduação filosofia
7744,inova metrópole edital bolsista
7745,reforçando horários recepção calouros
7746,estágio suporte técnico ti
7747,recepção calouros
7748,resultado exame proficiência práticas leitura inglês imd
7757,resultado exame proficiência desenvolvimento sistemas web i dim
7759,palestra lolita
7761,informações importantes ingressantes
7774,vaga técnico
7775,importante confirmação vínculo
7776,proficiência itp data prova
7780,resultado proficiência imd redes computadores
7781,proficiência imd redes computadores
7793,sala disciplina mat matematica engenharia ii
7796,meetup ux imd dia janeiro sextafeira
7801,imd resolução problemas matemáticos ti vista indeferida
7807,datas provas proficiência web i redes
7809,dispensa web i
7815,curriculum lattes dúvidas
7816,picnic geg dia fevereiro sábado
7817,registro atividade autônoma
7824,proficiência imd introdução técnicas programação
7827,dúvida formação generalista
7834,troca turno curso bti
7838,atenção erro oferta turma ice
7842,disciplina imd teoria circuitos elétricos
7845,atenção erro oferta turma imd
7847,disciplina imd processos software
7853,disciplina topicos imd teoria tipos teoria provas programacao funcional
7854,imd projeto integrado i
7855,disciplina imd tópicos especiais redes computadores
7859,disciplina imd tópicos especiais tecnologia informação vi
7863,conteúdo disciplinas tópicos
7864,prazos importantes
7865,solicitação turmas
7871,atenção concluintes
7872,email institucional dreamspark
7917,funcionamento secretaria bti dia
7918,oportunidade estágio sinfo
7919,funcionamento secretaria bti dia
7920,vaga trabalho técnico ti suporte junior
7923,vaga trabalho programador júnior pleno
7924,bolsa pesquisa projeto análise aprendizagem mineração dados educacionais
7925,palestra regularization and superiorization in biomedical imaging
7926,palestras lasic laboratório sistemas chip
7928,demandas disciplinas bcc bti ênfase cc
7964,uso postgres laboratórios aula imd
7966,disciplinas férias
7968,resultados asileira maratona programação tapioca mundial
7972,palestra infraestrutura redes óptica
7973,greve dias amanhã pára confirmar
7975,vaga bolsa técnico
7976,edital cadastramento reingresso ciclo bti
7977,inscrições abertas secem
7978,pesquisa inova metropole
7980,vaga programador interativa digital
7981,oportunidade estágio ryw technologies
7983,mesa tema comunicação marketing revolucionar negócios inova metrópole
7984,oferta disciplina engenharia software
7988,vaga ux design ihc sinfo
7990,openstack day natal
7991,certificados seminários ênfases
7996,pendrive prata amarelo esquecido sala
7998,palestra produtos inovaçãodo bndes inova metrópole
7999,estrutura curricular bioinformática
8003,seminários ênfase hoje
8004,demo ufrn the video game lançado cientec
8008,seminários ênfase hoje
8009,imd cientec link inscrição
8025,docentes ufrn aprovam indicativo greve
8027,palestras hoje imd civt
8028,oficinas plantão pedagógico
8029,imd cientec programação
8030,imd cientec
8036,suspensão programa dia
8040,inscrições imd cientec
8042,vaga trainee
8043,ii workshop npiti
8044,hoje aula paralisação
8047,palestra corações inova metrópole
8050,oportunidade estágio justiça federal rn
8051,palestra microsoft imagine extended
8052,bolsas estudos chevening mestrado reino unido
8053,seminários bioinformática
8054,oficina gestão carreira autoconhecimento
8057,vi escola sistemas embarcados embedded systems school joão pessoa
8058,paralisação docentes dia
8064,programação haskell
8074,bolsa iniciação científica informática educacional ufrn
8075,vaga trabalho programador ruby on rails
8076,iniciativas corpo discente bti criação site interativo curso andamento
8081,explicaçãoinformação
8098,escola informática teórica métodos formais natal nov
8099,vaga trabalho últimos anos curso programador java
8100,vaga estágio semurb
8101,oportunidade bolsas deart
8102,vaga analista requisitos
8103,laboratórios estudo fechados dia
8104,atenção prazo trancamento
8116,vaga estágio esig desenvolvimento sistemas java
8117,demonstrações petição intel acontecendo hoje
8118,evento bioinformática
8121,competição intel amanhã
8122,projeto monitoria ccet
8123,horários atendimento tutoria petcc
8124,ii workshop empreendedorismo inovação inova metrópole
8125,evento etapa competição intel sistemas embarcados
8128,oportunidade bolsa projeto pesquisa
8142,seleção bolsistas diretora tecnologia informação
8143,oficinas gestão hábitos estudos
8147,expediente secretaria bti
8148,chamada minicursos ix escola potiguar computação aplicações epoca
8149,projeto extensão inclusão digital idosos
8150,vaga programador ruby on rails
8151,cine rômulo fagundes
8152,edital bolsas projeto smart metropolis
8153,proj software uira pleto
8154,atenção horário aulas ufrn dia
8155,oportunidades bolsa ic
8156,seleção bolsista voluntário desenvolvimento pesquisa informática educacional
8157,atenção aulas noite canceladas
8158,oportunidade bolsa ic projeto engenharia software
8160,oportunidade bolsa iniciação científica
8161,vaga programador
8162,cancelamento aulas banco dados lpii
8163,situação aulas
8170,vagas estágio esig
8171,proibição trote ufrn
8177,caravana campus party recife
8192,matriculados imd
8196,importante avisos ingressantes
8197,informações disciplina processamento digital sinais
8198,inscrições maratona programação domingo julho
8199,entrada º ciclo
8202,atenção escola latino americana engenharia software elaes imdufrn semana
8203,horário funcionamento secretaria bti férias
8210,ementasprogramas disciplinas tópicos especiais
8217,ofertada disciplina tópicos especiais ti saúde
8218,alteração disciplina qualidade software
8219,prazo matrícula suspensão posteriori
8223,choque horario ple ii
8224,poscomp
8230,pedido equivalência disciplinas
8238,palestra rfid
8246,projeto descarte resíduos sólidos campus central ufrn
8247,oferta disciplinas engenharia software
8279,oferta disciplinas bcc
8309,aviso importante
8310,vaga desenvolvedor web jr
8311,impressãoxerox barata ufrn
8313,ênfases bioinformática redes
8317,aplicações atividades avaliativas
8319,alunos imd deart depad apresentam projetos startups
8320,alunos imd deart dimap apresentam jogos digitais demo day
8321,palestra
8322,resultado eleição representante discente colegiado bti
8328,hoje eleição representante discente colegiado bti
8329,obi
8330,eleição coordenador bti
8332,eleição representante discente colegiado bti
8333,demanda dim linguagens programacao conceitos paradigmas
8343,palestra orientações oportunidades estudantes exterior
8344,eleição coordenação bti
8346,seleção bolsistas diretoria tecnologia informação imd
8347,palestra empreendedorismo jeito pensar empreendedor
8348,eleição representante discente colegiado bti
8349,palestra partilhando experiência roberto serquiz
8350,oportunidade bolsa comperve
8351,basquete
8368,divulgação palestra sri estude europaeua
8372,emails institucionais
8377,interferência whatsapp aprendizagem estudantes universitários
8381,inova metrópole roberto serquiz
8382,vaga estágio superintendência infraestrutura
8384,congresso informática educacional imd seleciona estudantes monitores even
8388,processo seletivo bolsistas poprn
8389,lolita seminars ufrn may anfiteatro b ccet
8390,vaga bolsistas the video game
8391,visão negócios identificando criando oportunidades
8392,divulgação edital eleição coordenador vicecoordenador bti
8393,acompanhe vivo codeminer
8394,divulgação oportunidade empreender ufrn
8395,divulgação jogos gerais ufrn
8396,pesquisa alunos
8399,oportunidade miniempresa ti
8404,dia suspensão programa
8405,empreender ecossistema imdufrn
8406,divulgação palestra carreira desenvolvimento software
8407,lolita seminars ufrn apr anfiteatro b ccet
8408,abaixoassinado biblioteca setorial imd
8423,palestra programas acadêmicos microsoft
8425,lolita seminars ufrn apr anfiteatro b ccet
8426,cine softurbano
8427,divulgação audiência pública parque tecnológico
8429,divulgação site divulgação científica
8430,mostra profissões
8432,resultado eleições representação discentes cda imd
8433,eleição representante discente bti cda imd
8435,dúvida nomenclatura cursos putação
8438,selecão bolsista desenvolvimento web cchlaufrn
8439,disciplinas optativas informática educacional
8440,homologação chapas representação discente cda
8441,eleição cda
8447,aquece microsoft tech camp
8450,divulgação vagas estágio
8451,competição intel sistemas embarcados etapa ufrn última semana
8452,divulgação vagas emprego estágio
8453,imd abre vagas bolsistas voluntários tecnologia informação comunicação
8457,curso impressora d
8461,processo eleitoral representante discente bti desenvolvimento acadêmico
8463,aulas particulares
8464,º cine empreender
8465,imd abriu inscrição bolsista setor desenvolvimento
8469,atenção boleiros peladeiros
8560,pesquisa ferramenta online gerenciamento sorteios
8565,seleção vagas times competição intel
8566,lolita seminars ufrn mar anfiteatro ccet
8567,estágio aviso importante
8568,palestra programação linear
8573,palestra intel lançamento competição sistemas embarcados ufrn
8577,lolita seminars ufrn mar anfiteatro ccet
8579,recepção alunos ufrn
8580,binfo seminários bioinformática
8587,gellolita seminar ufrn mar sala
8588,palestra batalha inovação fonte sustentabilidade inova metrópole
8589,resultado proficiência rpmti ª chamada
8591,resultado seleção monitor língua inglesa prova escrita
8593,importante ª chamada proficiência resolução problemas matemáticas ti
8598,importante documentos importantes ingressantes
8602,esclarecimento confirmação vínculo
8611,sinfoufrn oferece vagas estágio diversas áreas
8615,seleção monitor língua inglesa
8638,oficina gestão técnicas estudo
8641,boas vindas ingressantes bti
8642,oportunidade bolsa técnico
8646,cine empreender inova metrópole
8648,secretaria engenharia software
8649,urgente aula fmc fmc
8656,estrutura curricular bioinformática
8659,ausência professor
8662,aula imd imd
8663,resultado proficiência inglês
8669,resultado proficiência rpmti
8671,urgente indeferimento edb lp
8684,atenção alteração disciplinas
8691,provas proficiencia inglês matematica
8700,coordenação ciência computação
8701,suspensão programa
8704,minicurso introdução unity d h
8708,infoexcepcional projeto extensão apae natal
8715,edital inova metrópole
8716,matricula falhou
8722,dúvida deferimento ponentes curriculares
8724,indíces reprovações disciplinas
8728,ufrn sedia global game jam
8729,disciplinas tópicos especiais
8736,problemas prérequisito corequisito
8737,estágio setor ti agência reguladora saneamento básico natalarsban
8738,docente definir
8743,minicurso introdução desenvolvimento web flask h
8744,disciplinas férias ct optativas eletivas
8751,disciplinas devo escolher semestre
8763,disciplina pré calculo aproveitada rpm
8766,congresso regional tecnologias educação
8769,dúvidasugestão optativa eletiva
8772,funcionamento secretaria bti durante férias
8773,funcionamento coord bcc
8774,calendário defesas tcc bcc
8787,atenção distribuição disciplinas bcc
8813,fyi edital indicação coordenação bcc
8819,debate proposta atuação coordenação bcc
8829,oferta disciplinas
8834,urgente hora código intertv
8835,petcc palestras
8837,atençao edital reingresso ciclo bes bcc
8838,hora código
8840,ambulantes ufrn
8843,papo universitário inova metrópole
8845,lolita seminars ufrn dec auditório b civt
8846,eleição colegiado
8847,eleição representação discentes bcc
8848,oportunidade bolsas smart metropolis plataforma aplicações cidades inteligentes
8849,terça palestra changing lifes
8850,seleção monitor fmc
8851,i grand prix inovação senai
8855,equivalência ponente imd
8860,lolita seminars ufrn nov sala b civt
8862,gosta cursos online
8863,oficina lúdica projeto extensão
8864,horários monitoria rpmti
8867,resolução atividades complementares
8876,smart ladies alunas matriculadas bti
8877,smart ladies alunas matriculadas bti
8880,º encontro potiguar jogos entretenimento educação epogames
8881,divulgação vaga desenvolvedor sistemas
8882,oportunidade
8883,horário disciplica avaliação ihc
8888,oportunidade bolsa trabalhar civt
8889,happy birthday george boole
8892,seleção profissionais hxd smart solutions
8893,submissão propostas inova metrópole
8894,iii network professionals meeting
8897,minicursos
8898,palestras i workshop npiti
8900,oportunidade vaga desenvolvedor sistemas
8901,i workshop npitiimd palestra laboratórios hs certificado
8903,horário seminário ênfase embarcados alterado
8909,urgente seminário orientação ênfases
8926,esclarecimento coordenação bcc
8927,imd cientec link inscrição
8929,programação imd cientec
8932,chamada participação dia workshop dimap anos gratuito
8936,imd cientec
8937,oportunidade bolsa poprn
8940,modelagem orientada uml
8942,the temporal logic week ufrn
8943,horário sigaa
8947,campus cup dropbox
8951,palestra programa rdsdefesa
8952,seminários deb
8953,seleção monitores fmc rpmti
8955,oficina estratégias planejamento inserção mercado trabalho
8956,vaga monitoria disciplina matematica
8957,pesquisa internacionalização imd
8972,i workshop empreendedorismo inovação inova metrópole
8973,ultimate coding championship
8974,divulgação oportunidade bolsa
8975,livro esquecido sala b
8976,membership sociedade brasileira computação
8977,sugestão página pública linkedin
8980,oportunidade bolsa projeto extensão
8981,ucc inscrições dia
8982,palestra partilhar superar limites
8983,competição programação paralela distribuida
8984,ciclo palestras inova metrópole
8985,ultimate coding championship
8986,fonte esquecida laboratório coletivo º andar
8987,oportunidade emprego analista teste qualidade
8988,oportunidade emprego analista sistemas senior
8989,recepção alunos ufrn
8990,pesquisa perfil profissional ti rn
8993,cine empreender case sucesso empresa equipaggio
8994,palestra inova_metrópole
8995,oportunidade desenvolvedores jogos senai campina
8997,voluntário ic
8998,recrutamento empresa incubada inova metrópole
8999,resultado seleção discentes petciência computação ufrn
9000,boas vindas ingressantes bti
9002,meninas putação projeto sitechgirls
9005,oportunidade estágio superintendência informática ufrn
9006,divulgação disciplina estilos comunicação pares neurociências
9007,oportunidade bolsa ic chamada
9008,curso gratuito online inglês universidade stanford escrita científica
9009,seleção bolsista setor desenvolvimento imd
9010,evento dev sunny day
9011,lançamento windows natal
9017,regras estágio
9018,salas laboratórios estudos imd
9019,oportunidade bolsa divulgação profª monica
9020,participação projeto extensão
9022,votação ambientes estudos
9030,sugestão salas estudos divididas
9044,oportunidade bolsa estudos governança internet
9046,vaga monitoria lp
9047,pesquisadores nacionais internacionais sistemas embarcados
9051,inscrições abertas monitor itp
9052,oportunidade bolsa ic
9053,haverá aula hoje
9055,convocação alunos avaliação mec
9073,entrevista alimentação atleta óculos etc
9074,convocação alunos avaliação mec reforço
9075,atenção turmas edb turma lp
9079,alunos solicitaram rematricula imd itp
9082,chamada bolsa iniciação científica
9083,palestra intercâmbio brasilcanadá
9087,divulgação projeto hábitos estudoproae
9088,disciplina sistemas colaborativos
9090,atendimento márjory coordenacão bcc
9091,duvidas
9101,aprendizado máquina reconhecimento padrões
9102,mprn abre inscrições ix concurso estagiários
9103,inscrições workshop dimap anos abertas
9109,indeferimentos
9118,definição professores
9129,oportunidade bolsa desenvolvimento web
9134,prérequisitos corequisitos
9168,resultado prova proficiência disciplina resolução problemas matemáticos ti
9171,pesquisa relacionada jogo league of legends
9174,resultado prova proficiência práticas leitura inglês
9177,importante ementas disciplinas tópicos especiais
9184,seleção profissionais hxd julho
9185,dim dim
9186,optativa imd redes comunicação sistemas embarcados
9188,disciplina jogos design
9191,equivalência
9193,interesse pesquisa científica escrever artigo matriculese imd
9194,regime observação desempenho acadêmico
9197,chamada demonstrações workshop dimap anos
9198,disciplina jogos
9199,seleção bolsista projeto vernáculo
9201,contato coordenaçao prograd
9211,disciplina
9212,importante disciplina imd projeto integrado i
9213,dúvidas códigos turma
9219,urgente equivalência imd dim
9241,aviso cancelamento integralização período
9252,equivalência vetores geometria analítica
9255,curso férias programação python
9261,solicitações mobilidade acadêmica
9262,turma dim treinamento competicoes programacao
9265,seminário bioinformática inovação interdisciplinaridade ciência sociedade setor produtivo
9274,suspensão posteriori programa
9276,oportunidade competição
9277,estacionamento motos
9283,participem questionário mulheres computação busca realidade
9284,palestra promovida inova metrópole
9285,funcionamento coordenação bcc
9288,coordenador sala coordenação
9300,disciplinas bti
9315,lista presença seminário orientação estudante escolha ênfase
9316,calendário defesas tcc bcc bes
9319,importante lista preliminar acesso civt durante semana
9323,permanência civt formulário
9324,imd seleciona bolsistas comunicação social ti
9325,ciclo palestra inova metrópole
9326,atenção distribuição disciplinas bcc
9338,edgames
9339,microsoft road show
9341,matérias
9391,noticia jogadores online resolvem dilema científico
9393,open talks
9394,seleção ppgsc mestrado
9399,imd sede maratona programação javascript
9400,oportunidade bolsa cchla
9401,lista presença palestra divulgação ênfases noite
9403,caravana csbc recife
9404,lista presença palestra divulgação ênfases manhã
9405,roadsec
9406,ii seminário orientação ênfases bti
9415,palestra inova metrópole
9416,prévia distribuição disciplinas engenharia software
9417,oportunidade axpar divisão maré mansa
9418,vaga emprego
9420,fiscal enem
9422,reunião nde
9423,congresso python nordeste
9426,inscrição obi
9428,reportagem interessante potiguar mundo games
9429,curso transformers turma startups empresários inovadores
9430,hackathon javascript nordeste
9431,urgente inscritos aprovados curso windows phone
9433,petccufrn resultado seleção alunos
9435,seleção bolsistas projeto obi
9436,seleção bolsistas projeto jogo ufrn
9437,cine empreender inova
9443,coordenação carteira estudante
9447,competição design ihc
9449,palestra bioinformática inovação interdisciplinaridade ciência sociedade setor produtivo
9454,agecomufrn encontro jogos empresa incubada ect
9455,pendrive perdido
9457,copo perdido
9458,oportunidade residência engenharia sistemas automotivos
9459,evento iii escola brasileira modelagem molecular
9460,oportunidade miniempresa junior achievement
9466,oficinas setor pedagógico imd ofertadas cursos graduação pósgraduação
9467,pólo automobilístico gera emprego sistemas embarcados
9468,links pras dispositivos embarcados brasil
9470,petccufrn seleção alunos
9471,email coordenação
9474,treinamento ucc
9485,oportunidade bolsa ic seguranca identidade biometria
9486,enfase redes computadores
9491,oportunidade bolsa extensão programação
9492,funcionamento secretaria bti
9493,oportunidade estágio sinfo
9494,oportunidade bolsa cnpq logap sistemas
9496,oportunidade estágio procuradoria agu
9507,techday internet coisas palestras gratuitas
9508,sistemas embarcados visão mercado
9509,cfp workshop dimap anos agosto ufrn natal rn
9510,sala estudos
9518,monitoria edblp
9519,pendrives perdidos
9520,destrancamento disciplina
9526,palestra design interação imd
9532,celular sala monitoriapet andar
9534,certificado palestra apresentação imdbti
9557,dúvida respeito aulas dia
9566,urgente formulário programa jovens talentos
9568,seleção profissionais sig software consultoria ti
9570,dúvidas respeito resultado jovens talentos
9573,programa ci brasil curso formação projetistas circuitos integrados
9574,oportunidade estágio tibau sul
9575,proceder jovens talentos
9577,funcionamento secretaria coordenação bcc bes
9578,email institucional bti
9585,estrutura curricular sistemas informação gestão
9587,petcc organiza boas vindas ingressantes bti
9596,palestra curso engenharia elétrica incubadora ct ufrn tecnatus
9597,sig promoverá palestras gratuitas tecnologia
9600,pyladies organiza boas vindas calouras entraram bti
9605,convite palestra igi ideia gera ideia
9608,monitoria itp
9610,atencão inscricões amanhã edital programa brafitecminasys csf
9611,carteira estudante
9623,dispensa imd resolução problemas matemáticos ti
9625,lolita ufrn ciclo palestra março
9628,monitoria petcc
9630,publicacão documentos bcc
9631,confirmação vínculo ingressante
9646,resultado proficiência imd resolução problemas matemáticos ti ª chamada
9651,resultado proficiência imd práticas leitura inglês ª chamada
9653,palestra scade derivando código aer fev
9661,vagas programa imersão tecnológica sw sinfo
9663,bolsas monitoria
9664,kodeshrevisão
9666,lista alunos aprovados prova proficiência matematica
9688,importante dispensa resolução problemas matemáticos matricula imd
9702,bolsa administrativo técnico baat
9705,estágio sinfo mobile
9707,cursos presencias língua inglesa nucli
9708,informações disciplina imd
9709,lista alunos aprovados prova proficiência inglês
9712,importante disciplina imd tópicos especiais tecnologia informação i
9725,disciplinas optativas
9729,regras aproveitamento estudo
9731,aula imd fundamentos matemáticos computação i
9732,btiufrn n turma
9738,importante aviso ingressantes aula ingaugural bti ch presentes
9746,exames proficiência
9759,atividades ergotrip
9766,imd seleciona alunos bti curso cisco ccna
9767,vaga bolsista técnico departamento políticas públicas cchla
9768,encara ensino superior
9769,ementa dim laboratório so
9770,importante oferta disciplinas bti
9775,disciplina imd
9779,responda questionário perfil estudante graduação concorra auxílio financeiro
9789,calculo i imd prérequisito
9795,petccufrn anuncia abertura curso verão introdução unity
9810,aviso ingressantes via vagas residuais
9813,matricula disciplinas dúvida
9821,atenção distribuição disciplinas bcc
9838,aproveitamento dim proj so bcc
9839,organização arquitetura computadores
9843,petccufrn anuncia abertura curso verão desenvolvimento colaborativo
9853,dúvida introdução técnicas programação
9856,importante questionário fonaprace
9863,erasmus mundus scholarship
9864,troca vicecoordenador bti
9870,problema turma férias
9877,introdução cálculo alunos
9878,duvida corequisito
9883,atividade complementar sigaa
9890,ergotrip design imd
9896,escolha ênfase bti prazo
9914,funcionamento coord
9917,funcionamento secretaria bti férias
9920,turma férias imd introdução cálculo
9922,sig software seleção profissionais
9923,apresentacões turma linear ciência computacão
9924,demo game day
9925,disciplina tópicos projeto inovação
9931,distribuição disciplinas engenharia software
9932,startup weekend education natal
9933,palestra processamento linguagem natural amanhã nov h dimap
9935,disciplinas
9938,dúvida disciplinas eixo informática educacional
9940,palestra avaliação interfaces gestuais jornalismo tablets
9941,disciplina tópicos complexidade computacional problemas intratáveis
9942,introdução cálculo turma
9943,inova metrópole promove palestra educação financeira
9944,eleição representação discentes bcc
9948,oportunidade estágio desenvolvedor web
9949,palestra divulgação ênfases bti cientec atividade complementar
9953,papo universitário natal
9954,eleição reitor hoje
9955,carregador notebook
9957,escolha ênfase bti
9958,mudança sala estudos
9959,inscrição evento divulgação ênfases bti
9972,programa imersão tecnológica games educação
9973,workshop programação jogos digitais ensino básico
9974,chamada seleção voluntários projetos inovação sistemas embarcados
9978,optativas bcc
9980,palestra intel intel universities what that means student
9985,processo seletivo ppgmaeufrn
9986,palestra sociedade brasileira computação
9990,bolsas desenvolvimento games construct
9994,csf convera brafitec sep
9996,divulgação ênfases bti
10006,desenvolvedor web
10007,plantão atendimento online projeto hábitos estudosproae
10008,imd abre inscrições seleção bolsista redes computadores
10009,plementar bti
10014,palestra lancamento livro professor silvio lemos meira
10015,palestra luciano meira
10016,horario atendimento vespertino
10018,resíduos eletrônicos tema palestra imd
10019,kodesh travado
10027,voluntários maratona programação
10028,lolita seminars ufrn sep auditório ccet
10030,modelo camisa bti
10034,edital incubação empresas ti inova metrópole
10035,inauguração instituto metrópole digital
10036,livro rosen edição inglês
10037,ucc ultimate coding championship
10038,oportunidade estágio desenvolvimento php
10039,livro rosen edição inglês
10040,seleção estagiários profissionais
10044,garrafa dágua achados perdidos
10045,ii ciclo palestras inova metrópole
10046,sbclist cinufpe motorola oferecem bolsas residência software
10047,divulgando vaga alesat
10049,openimd
10050,boletim imd
10051,programa estágio neoenergia cosern
10052,vaga estagio sinfo
10053,estágio sinfo programa imersão tecnológica
10056,vaga desenvolvedor aplicativos mobile
10057,plantão pedagógico imd
10058,aula ple i
10059,bolsa pesquisa programador web
10060,kodesh
10070,residência software cinmotorola bolsas estudo
10071,aviso importante introdução cálculo resolução problemas matemáticos
10072,monitoria petcc
10073,natalcard situação irregular
10077,dia estudante
10079,programa c floattobin ajudar estudos
10081,ucc
10082,projeto extensão oficina expressão oral língua inglesa
10085,urgente palestra inova metrópole
10088,mouse perdido
10094,oportunidade poscomp
10101,v simpósio ti região noroeste rio sul stin
10102,login putadores civt
10110,divulgação bolsa projeto fatores risco infecção assintomática leishmania infantum
10111,vaga trabalho desenvolvedor web h semanais
10112,oportunidade bolsa seleção petcc
10114,consigo login laboratórios
10119,apresentação soft empresa júnior bti
10126,boletim imd
10127,aulas ple ti sociedade dia
10128,processo seletivo soft
10129,boletim imd
10130,inova metrópole promove palestra
10131,aula ti sociedade
10132,rematrícula terça
10139,risco indeferimento itp ptp lp
10140,problemas matricula
10143,disciplinas sistemas embarcados
10146,dim circuitos lógicos equivalente imd circuitos lógicos
10147,imd sede xix maratona brasileira programação
10150,introdução cálculo
10156,problemas matrícula
10174,turma ple
10175,currículo engenharia software
10176,treinamento desenvolvimento jogos windows phone
10177,curso férias introdução programação hs
10200,problema disciplinas
10205,contratos estágio
10208,palestras inova metrópole
10211,matrículas introdução cálculo imd
10219,problema matrícula introdução cálculo
10222,corrigido problema ed lp
10223,turma dim treinamento competicoes programacao
10226,dúvidas linguagem programação i
10229,dúvidas estruturas dados ii
10234,dúvida imd introdução técnicas programação
10238,dúvida ect cálculo i
10241,imd introdução organização arquitetura computadores equivalente
10243,redes neurais artificiais
10244,ementas tópicos especiais dim
10253,aluguel apto moças
10254,escolha ênfase mudança currículo
10257,programa santander mobilidade nacional lança edital seleção
10258,matrícula disciplinas es
10259,orientação gerais matrícula
10261,secretaria bti
10269,programa jovens talentos ciência capesufrn prorrogação inscrições candidatos
10270,mensagem sigaa cancelamento programa
10272,turmas
10275,boletim imd
10276,oferta turmas
10299,curso férias introdução latex hs
10300,programa jovens talentos ciência seleciona alunos ingressantes
10301,notícia programa jovens talentos ciência
10306,atenção distribuição disciplinas bcc
10308,jogos campus central ufrn
10310,turmas engenharia software
10313,palestra prof usp jun
10315,camisetas chegaram
10318,bolsa técnico
10319,vaga bolsa mestre cnpq
10320,vaga bolsa cnpq
10321,inscrições bolsas projeto estudo algoritmos maratonas programação
10323,msp techday
10324,aberta inscrições minicursos º workshop jogos digitais rn
10331,matrizes
10332,inova metrópole palestra linha crédito projetos inovação tecnológica
10335,competição intel sistemas embarcados
10340,video interessante
10341,ª chamada pesquisa aprendizado inglês
10342,processos aproveitamento estudos
10345,chamada voluntários projetos inovação sistemas embarcados apresentação
10349,vagas emprego desenvolvimento web
10350,palestra autonomous learning systems
10355,vagas suporte projeto sigeducrn
10356,notícias camisas
10361,vagas estágio sinfo
10364,palestra aprendizagem criatividade digital
10366,apresentação universidade holandesa alunos interessados ciências fronteiras
